,Age,WFH_Days_Per_Week,Gender,Education_Level,Marital_Status,Has_Children,Location_Type,Department,Job_Level,Company_Size,Industry,Home_Office_Quality,Internet_Speed_Category,Work_Hours_Per_Week,Manager_Support_Level,Team_Collaboration_Frequency,Task_Completion_Rate,Quality_Score,Innovation_Score,Efficiency_Rating,Meetings_Per_Week,Commute_Time_Minutes,Job_Satisfaction,Stress_Level,Work_Life_Balance,Prod_Efficiency,Exp_Task_Rate
758,22,4,Male,Bachelor Degree,Single,No,Suburban,Operations,Junior,Medium (201-1000),Finance,Good,Fast (50-100 Mbps),30,High,Few times per week,100.0,89.6,74.2,95.0,8,24,100.0,9,5,8854.0,100.0
759,38,3,Female,Bachelor Degree,Married,Yes,Suburban,Marketing,Lead,Medium (201-1000),Retail,Poor,Very Fast (100+ Mbps),34,Moderate,Few times per week,100.0,100.0,87.0,95.0,10,13,100.0,7,10,9310.0,600.0
760,36,3,Female,PhD,Married,Yes,Urban,Finance,Junior,Large (1001-5000),Education,Good,Very Fast (100+ Mbps),41,High,Weekly,91.2,91.0,88.5,95.0,6,18,100.0,4,1,9310.0,182.4
761,37,0,Male,Master Degree,Married,Yes,Urban,Sales,Mid-Level,Startup (1-50),Healthcare,Average,Fast (50-100 Mbps),45,Very High,Daily,64.6,62.9,50.0,80.3,8,31,100.0,7,5,4769.82,129.2
762,25,4,Male,Master Degree,In Relationship,Yes,Rural,Engineering,Junior,Small (51-200),Government,Good,Fast (50-100 Mbps),44,High,Daily,84.3,88.8,84.3,95.0,12,35,100.0,7,8,7343.5,0.0
763,44,1,Male,Bachelor Degree,Single,No,Rural,Marketing,Junior,Medium (201-1000),Government,Average,Fast (50-100 Mbps),45,High,Weekly,92.9,87.7,88.0,95.0,8,42,100.0,6,7,9224.5,0.0
764,34,4,Male,PhD,Divorced,No,Suburban,Product,Mid-Level,Startup (1-50),Media,Good,Slow (<25 Mbps),51,Moderate,Daily,96.8,99.9,70.0,95.0,13,63,100.0,5,5,8787.5,290.4
765,41,4,Female,Associate Degree,Married,Yes,Suburban,Sales,Senior,Startup (1-50),Technology,Average,Fast (50-100 Mbps),44,Moderate,Daily,83.2,79.9,80.6,84.6,9,29,100.0,1,4,6641.099999999999,332.8
766,35,4,Female,Master Degree,Married,No,Suburban,Engineering,Mid-Level,Medium (201-1000),Finance,Excellent,Fast (50-100 Mbps),47,Moderate,Weekly,96.5,97.1,95.0,95.0,10,0,100.0,7,5,9310.0,386.0
767,35,2,Female,Bachelor Degree,Married,No,Suburban,Design,Junior,Large (1001-5000),Technology,Excellent,Very Fast (100+ Mbps),39,High,Few times per week,100.0,93.9,84.0,95.0,15,48,100.0,8,2,9310.0,200.0
768,43,4,Male,Bachelor Degree,Married,Yes,Urban,Engineering,Senior,Large (1001-5000),Non-profit,Excellent,Very Fast (100+ Mbps),46,High,Daily,81.3,80.4,83.6,95.0,6,21,100.0,5,8,8331.5,975.5999999999999
769,30,2,Female,Bachelor Degree,Married,Yes,Suburban,Engineering,Junior,Startup (1-50),Technology,Good,Very Fast (100+ Mbps),43,Very High,Few times per week,100.0,100.0,88.6,95.0,11,26,100.0,1,4,9310.0,200.0
770,35,2,Male,Master Degree,Married,Yes,Suburban,Product,Junior,Small (51-200),Finance,Average,Fast (50-100 Mbps),40,High,Few times per week,91.4,88.3,79.2,95.0,4,32,100.0,7,8,9310.0,182.8
771,30,2,Female,Master Degree,Married,No,Suburban,Finance,Junior,Small (51-200),Technology,Good,Very Fast (100+ Mbps),51,Moderate,Few times per week,58.7,50.0,41.6,65.6,12,56,55.8,6,4,3411.2,58.7
772,31,3,Female,Bachelor Degree,Divorced,No,Urban,Sales,Senior,Medium (201-1000),Technology,Good,Fast (50-100 Mbps),34,Moderate,Bi-weekly,60.9,76.6,67.6,95.0,9,30,100.0,7,9,7391.0,304.5
773,32,1,Female,Bachelor Degree,Single,Yes,Suburban,HR,Mid-Level,Medium (201-1000),Technology,Average,Very Fast (100+ Mbps),36,High,Weekly,93.0,88.2,59.5,95.0,7,80,100.0,6,7,9310.0,372.0
774,36,5,Female,PhD,Single,No,Suburban,HR,Mid-Level,Small (51-200),Education,Excellent,Fast (50-100 Mbps),49,Moderate,Daily,97.2,93.8,89.8,95.0,8,0,100.0,6,6,9310.0,291.6
775,30,2,Female,Bachelor Degree,Single,Yes,Suburban,Engineering,Junior,Medium (201-1000),Technology,Average,Very Fast (100+ Mbps),47,High,Few times per week,74.9,67.4,54.0,92.1,5,24,100.0,4,6,6852.24,74.9
776,46,2,Female,Master Degree,Single,Yes,Suburban,Finance,Senior,Medium (201-1000),Education,Poor,Fast (50-100 Mbps),42,Low,Daily,82.8,100.0,78.1,95.0,8,43,97.7,3,5,9310.0,662.4
777,26,3,Male,Master Degree,Married,No,Suburban,Operations,Senior,Medium (201-1000),Consulting,Excellent,Moderate (25-50 Mbps),44,Low,Daily,59.3,57.4,33.0,71.6,6,27,58.9,6,5,4031.0799999999995,177.89999999999998
778,33,2,Female,Bachelor Degree,Married,No,Suburban,Data Science,Mid-Level,Startup (1-50),Manufacturing,Excellent,Fast (50-100 Mbps),45,High,Bi-weekly,100.0,98.9,86.6,95.0,15,12,100.0,8,9,9310.0,300.0
779,31,3,Male,High School,Single,Yes,Urban,Data Science,Mid-Level,Medium (201-1000),Technology,Excellent,Very Fast (100+ Mbps),44,Moderate,Few times per week,74.7,76.1,56.5,95.0,12,13,100.0,2,4,7144.0,373.5
780,48,2,Male,Bachelor Degree,Single,No,Suburban,Sales,Lead,Small (51-200),Media,Average,Fast (50-100 Mbps),43,Moderate,Bi-weekly,87.5,94.7,85.8,95.0,4,52,89.7,10,4,8968.0,1050.0
781,36,1,Male,Bachelor Degree,Married,Yes,Suburban,Operations,Junior,Large (1001-5000),Manufacturing,Excellent,Fast (50-100 Mbps),36,High,Daily,80.0,91.6,71.1,95.0,13,29,100.0,9,6,8949.0,320.0
782,44,2,Male,Associate Degree,Married,Yes,Suburban,Engineering,Manager,Large (1001-5000),Technology,Average,Fast (50-100 Mbps),49,Low,Daily,85.2,89.5,94.6,95.0,8,47,98.8,6,10,8455.0,1363.2
783,22,3,Male,Associate Degree,In Relationship,No,Suburban,Engineering,Junior,Small (51-200),Retail,Good,Moderate (25-50 Mbps),40,Moderate,Few times per week,67.4,66.9,66.0,88.1,6,24,96.1,8,6,5629.589999999999,0.0
784,37,0,Female,Bachelor Degree,Divorced,No,Suburban,Marketing,Senior,Small (51-200),Retail,Average,Very Fast (100+ Mbps),36,Moderate,Few times per week,98.3,91.9,90.0,94.8,10,19,100.0,6,6,8209.679999999998,786.4
785,43,4,Male,Master Degree,In Relationship,No,Suburban,Finance,Lead,Small (51-200),Healthcare,Average,Moderate (25-50 Mbps),42,Moderate,Weekly,81.8,79.7,67.7,95.0,11,14,100.0,5,10,7733.000000000001,1308.8
786,35,4,Male,Master Degree,Married,No,Suburban,Operations,Mid-Level,Medium (201-1000),Technology,Poor,Very Fast (100+ Mbps),44,Very High,Few times per week,83.7,78.0,56.8,81.6,9,7,100.0,6,8,6234.24,418.5
787,44,4,Female,Bachelor Degree,Married,No,Suburban,Sales,Junior,Enterprise (5000+),Education,Good,Fast (50-100 Mbps),44,Very High,Few times per week,78.8,68.2,54.9,84.5,7,40,100.0,8,9,6616.349999999999,0.0
788,30,3,Male,Bachelor Degree,Single,Yes,Suburban,Customer Success,Junior,Small (51-200),Manufacturing,Excellent,Very Fast (100+ Mbps),47,High,Few times per week,71.8,87.9,95.0,95.0,15,20,100.0,9,5,7600.0,143.6
789,47,3,Female,Bachelor Degree,Married,Yes,Rural,Customer Success,Mid-Level,Large (1001-5000),Technology,Excellent,Very Fast (100+ Mbps),39,High,Weekly,55.0,67.0,49.8,77.4,4,10,100.0,8,8,5000.04,550.0
790,55,5,Female,Bachelor Degree,Single,No,Suburban,HR,Senior,Medium (201-1000),Education,Good,Moderate (25-50 Mbps),41,Low,Bi-weekly,88.1,76.2,53.1,95.0,2,0,100.0,4,9,7353.000000000001,616.6999999999999
791,31,0,Female,Master Degree,Divorced,No,Urban,Engineering,Mid-Level,Large (1001-5000),Finance,Good,Very Fast (100+ Mbps),36,High,Few times per week,100.0,84.1,73.4,95.0,8,23,100.0,6,7,9310.0,400.0
792,30,0,Female,Bachelor Degree,Married,No,Suburban,Customer Success,Junior,Large (1001-5000),Education,Poor,Slow (<25 Mbps),43,Low,Weekly,64.6,82.9,63.0,79.9,3,3,100.0,5,6,5177.52,0.0
793,48,1,Male,Master Degree,Married,Yes,Suburban,Product,Lead,Large (1001-5000),Finance,Average,Very Fast (100+ Mbps),36,Moderate,Few times per week,97.5,92.2,87.3,95.0,6,44,100.0,6,5,8854.0,2047.5
794,49,1,Male,Bachelor Degree,Single,Yes,Rural,Engineering,Lead,Medium (201-1000),Finance,Excellent,Fast (50-100 Mbps),38,Moderate,Weekly,71.5,89.1,74.3,94.3,12,43,100.0,5,7,7760.889999999999,429.0
795,30,1,Male,Master Degree,Married,No,Suburban,Sales,Junior,Large (1001-5000),Consulting,Average,Fast (50-100 Mbps),47,High,Bi-weekly,88.8,85.4,77.0,95.0,7,50,100.0,2,4,8635.5,0.0
796,31,4,Female,Bachelor Degree,Married,Yes,Urban,Data Science,Junior,Small (51-200),Manufacturing,Excellent,Very Fast (100+ Mbps),42,High,Daily,100.0,91.1,91.2,95.0,6,18,100.0,8,6,9310.0,100.0
797,32,3,Male,Master Degree,Married,Yes,Urban,Operations,Lead,Enterprise (5000+),Finance,Excellent,Very Fast (100+ Mbps),50,High,Few times per week,52.6,79.7,69.4,77.3,10,15,100.0,9,7,4653.46,368.2
798,22,5,Male,PhD,Married,Yes,Suburban,Marketing,Junior,Medium (201-1000),Finance,Average,Very Fast (100+ Mbps),49,Very Low,Monthly,72.3,85.4,65.8,83.5,13,0,100.0,4,7,6195.7,72.3
799,26,2,Male,Master Degree,Single,Yes,Suburban,Engineering,Junior,Medium (201-1000),Retail,Poor,Slow (<25 Mbps),43,Low,Few times per week,65.9,73.7,59.0,86.0,12,37,100.0,6,7,6312.400000000001,65.9
800,25,2,Female,Master Degree,Married,No,Suburban,Operations,Mid-Level,Enterprise (5000+),Consulting,Excellent,Fast (50-100 Mbps),44,High,Bi-weekly,81.7,100.0,83.1,95.0,6,31,100.0,6,7,9310.0,0.0
801,28,5,Male,Associate Degree,Married,No,Urban,Marketing,Junior,Large (1001-5000),Retail,Average,Very Fast (100+ Mbps),40,High,Daily,80.9,82.1,53.3,95.0,13,0,100.0,8,1,7457.5,0.0
802,37,3,Male,Bachelor Degree,Married,Yes,Suburban,Marketing,Senior,Small (51-200),Government,Excellent,Very Fast (100+ Mbps),44,High,Bi-weekly,88.2,100.0,75.9,95.0,11,44,100.0,7,7,8730.5,441.0
803,48,3,Male,Bachelor Degree,Married,No,Urban,Engineering,Lead,Enterprise (5000+),Manufacturing,Good,Fast (50-100 Mbps),47,Moderate,Few times per week,86.2,76.2,47.9,95.0,7,18,85.4,9,10,7790.0,1551.6000000000001
804,26,4,Male,Associate Degree,In Relationship,Yes,Urban,HR,Mid-Level,Large (1001-5000),Technology,Average,Slow (<25 Mbps),38,Moderate,Few times per week,53.7,63.7,48.1,73.5,9,47,84.6,7,4,3704.4,107.4
805,43,3,Female,PhD,Married,No,Urban,Data Science,Lead,Medium (201-1000),Healthcare,Average,Fast (50-100 Mbps),33,Moderate,Daily,97.4,91.4,82.3,95.0,9,4,100.0,6,7,8806.5,584.4000000000001
806,33,2,Female,Master Degree,Married,No,Urban,Marketing,Mid-Level,Enterprise (5000+),Finance,Good,Very Fast (100+ Mbps),45,Moderate,Daily,97.9,100.0,90.9,95.0,9,55,100.0,2,6,9025.0,391.6
807,34,4,Male,Master Degree,Married,No,Urban,Operations,Mid-Level,Small (51-200),Manufacturing,Excellent,Fast (50-100 Mbps),46,Moderate,Few times per week,84.6,88.6,80.1,95.0,5,24,100.0,8,4,8654.5,84.6
808,41,3,Male,Master Degree,Divorced,No,Urban,Marketing,Senior,Startup (1-50),Technology,Good,Slow (<25 Mbps),42,High,Weekly,100.0,100.0,93.9,95.0,6,27,100.0,6,2,9310.0,1100.0
809,24,1,Female,Bachelor Degree,Married,Yes,Suburban,Engineering,Junior,Medium (201-1000),Finance,Average,Fast (50-100 Mbps),45,Moderate,Bi-weekly,66.9,71.4,62.9,86.1,5,90,100.0,7,7,6113.099999999999,0.0
810,38,3,Male,PhD,Married,No,Urban,Data Science,Senior,Startup (1-50),Finance,Good,Slow (<25 Mbps),36,Low,Weekly,100.0,99.3,95.0,95.0,9,14,100.0,6,4,9310.0,900.0
811,36,3,Male,PhD,Married,Yes,Urban,Engineering,Mid-Level,Large (1001-5000),Technology,Excellent,Very Fast (100+ Mbps),47,Very High,Weekly,97.9,85.6,51.4,95.0,4,34,100.0,5,5,9310.0,391.6
812,39,5,Male,Bachelor Degree,Single,Yes,Urban,Engineering,Mid-Level,Small (51-200),Finance,Average,Fast (50-100 Mbps),49,High,Weekly,86.7,73.4,90.2,80.7,6,0,100.0,6,6,5729.7,433.5
813,37,1,Male,Bachelor Degree,Divorced,Yes,Suburban,Marketing,Senior,Startup (1-50),Retail,Good,Fast (50-100 Mbps),48,Very High,Weekly,79.4,100.0,66.6,95.0,10,56,100.0,2,7,9310.0,476.40000000000003
814,57,5,Male,Master Degree,Married,Yes,Suburban,Finance,Lead,Medium (201-1000),Finance,Average,Fast (50-100 Mbps),42,Moderate,Weekly,93.3,100.0,89.5,95.0,9,0,100.0,7,6,9167.5,1399.5
815,29,3,Male,PhD,Married,Yes,Urban,Sales,Mid-Level,Medium (201-1000),Education,Poor,Fast (50-100 Mbps),49,Very High,Few times per week,100.0,90.9,93.5,95.0,5,38,100.0,4,6,9310.0,300.0
816,30,3,Male,Master Degree,Married,Yes,Suburban,Engineering,Junior,Small (51-200),Education,Average,Very Fast (100+ Mbps),35,Moderate,Few times per week,98.6,90.0,74.9,95.0,11,24,100.0,5,8,9053.5,0.0
817,29,1,Female,Master Degree,Single,No,Suburban,Customer Success,Junior,Startup (1-50),Education,Poor,Very Fast (100+ Mbps),45,High,Daily,47.6,59.2,33.3,78.5,6,26,100.0,3,1,4804.2,47.6
818,30,4,Male,PhD,Divorced,No,Urban,Sales,Senior,Medium (201-1000),Healthcare,Poor,Moderate (25-50 Mbps),46,Moderate,Weekly,67.0,76.3,72.8,95.0,5,28,86.6,8,8,6925.500000000001,402.0
819,29,5,Female,Master Degree,In Relationship,Yes,Suburban,Engineering,Mid-Level,Large (1001-5000),Technology,Good,Very Fast (100+ Mbps),45,Moderate,Daily,97.8,90.9,95.0,95.0,12,0,100.0,4,7,9310.0,0.0
820,45,2,Male,Master Degree,Married,No,Suburban,Sales,Senior,Large (1001-5000),Technology,Average,Slow (<25 Mbps),36,High,Daily,59.4,72.3,56.6,95.0,9,54,100.0,5,7,6792.5,415.8
821,47,2,Female,Master Degree,In Relationship,Yes,Urban,Engineering,Mid-Level,Startup (1-50),Manufacturing,Average,Fast (50-100 Mbps),43,High,Few times per week,100.0,96.4,75.7,95.0,10,51,100.0,5,6,9224.5,500.0
822,29,3,Male,Bachelor Degree,Single,No,Suburban,Marketing,Junior,Medium (201-1000),Healthcare,Good,Very Fast (100+ Mbps),40,High,Monthly,99.8,95.4,81.3,95.0,11,17,100.0,5,3,8388.5,199.6
823,27,4,Female,Master Degree,Divorced,Yes,Suburban,Finance,Junior,Small (51-200),Retail,Excellent,Moderate (25-50 Mbps),30,Moderate,Weekly,100.0,96.7,95.0,95.0,4,21,100.0,8,3,9310.0,100.0
824,39,0,Male,Bachelor Degree,Married,No,Suburban,Customer Success,Mid-Level,Medium (201-1000),Healthcare,Good,Fast (50-100 Mbps),34,Moderate,Few times per week,77.1,92.1,76.7,95.0,10,34,100.0,7,6,8265.0,308.4
825,30,4,Female,Master Degree,Married,Yes,Urban,Engineering,Senior,Enterprise (5000+),Technology,Excellent,Very Fast (100+ Mbps),48,High,Weekly,100.0,89.0,85.7,95.0,8,32,100.0,7,8,9310.0,400.0
826,40,3,Male,Bachelor Degree,Single,No,Rural,Engineering,Senior,Small (51-200),Manufacturing,Good,Very Fast (100+ Mbps),39,High,Bi-weekly,85.9,90.3,92.5,95.0,7,32,100.0,4,9,9310.0,343.6
827,36,2,Male,Associate Degree,Married,Yes,Suburban,Engineering,Junior,Small (51-200),Technology,Excellent,Moderate (25-50 Mbps),48,Very High,Few times per week,100.0,96.6,68.2,95.0,6,30,100.0,4,8,9224.5,200.0
828,22,3,Female,High School,Single,Yes,Urban,Engineering,Junior,Small (51-200),Government,Average,Fast (50-100 Mbps),48,Moderate,Few times per week,51.4,52.7,51.6,65.8,7,43,78.2,4,8,3283.4199999999996,0.0
829,48,2,Female,Master Degree,Divorced,Yes,Urban,Engineering,Senior,Enterprise (5000+),Technology,Good,Fast (50-100 Mbps),45,High,Few times per week,88.7,89.3,78.5,95.0,5,23,100.0,5,1,8816.0,709.6
830,51,4,Male,Bachelor Degree,Divorced,Yes,Suburban,Sales,Junior,Medium (201-1000),Healthcare,Excellent,Fast (50-100 Mbps),38,Low,Daily,84.1,74.8,64.9,85.7,10,43,94.4,6,4,6778.87,168.2
831,29,4,Female,Bachelor Degree,Single,No,Suburban,Engineering,Mid-Level,Medium (201-1000),Technology,Good,Very Fast (100+ Mbps),47,Moderate,Bi-weekly,75.9,81.6,73.9,92.5,5,30,100.0,4,9,7788.5,227.70000000000002
832,31,3,Male,Bachelor Degree,Single,No,Urban,Operations,Mid-Level,Medium (201-1000),Media,Excellent,Moderate (25-50 Mbps),43,Moderate,Weekly,75.7,78.6,48.6,95.0,6,40,100.0,6,9,6973.000000000001,227.10000000000002
833,37,3,Male,Bachelor Degree,Divorced,Yes,Urban,Sales,Mid-Level,Small (51-200),Non-profit,Average,Very Fast (100+ Mbps),42,Very High,Weekly,100.0,98.5,86.4,95.0,8,44,100.0,4,4,9310.0,300.0
834,40,4,Male,Bachelor Degree,Single,No,Rural,Sales,Mid-Level,Startup (1-50),Technology,Good,Very Fast (100+ Mbps),38,Moderate,Monthly,99.2,86.7,88.0,95.0,7,9,100.0,4,6,8958.5,0.0
835,53,3,Female,Bachelor Degree,Married,No,Urban,Engineering,Manager,Large (1001-5000),Technology,Average,Very Fast (100+ Mbps),36,High,Daily,96.8,100.0,95.0,95.0,10,50,100.0,7,1,9310.0,2323.2
836,33,3,Male,Bachelor Degree,Married,Yes,Suburban,Finance,Senior,Medium (201-1000),Manufacturing,Good,Fast (50-100 Mbps),47,Very High,Daily,74.0,84.6,81.4,85.7,9,49,100.0,6,8,6813.150000000001,296.0
837,27,3,Female,Bachelor Degree,Single,No,Suburban,Sales,Junior,Startup (1-50),Finance,Average,Very Fast (100+ Mbps),51,Moderate,Daily,93.1,96.5,70.5,95.0,7,30,94.0,6,9,8388.5,93.1
838,22,3,Female,Bachelor Degree,Married,Yes,Suburban,Engineering,Junior,Small (51-200),Education,Good,Very Fast (100+ Mbps),47,High,Weekly,79.7,79.0,64.8,89.5,8,25,100.0,7,9,6363.45,0.0
839,34,1,Female,Bachelor Degree,Single,Yes,Urban,Engineering,Junior,Small (51-200),Retail,Good,Fast (50-100 Mbps),40,Moderate,Few times per week,93.3,76.4,68.2,95.0,1,29,95.5,7,8,8217.5,93.3
840,51,1,Male,Bachelor Degree,In Relationship,No,Suburban,Customer Success,Manager,Small (51-200),Healthcare,Excellent,Fast (50-100 Mbps),44,Low,Weekly,95.6,89.3,80.8,95.0,7,25,100.0,5,6,8350.5,1720.8
841,30,4,Female,Bachelor Degree,Married,No,Rural,Data Science,Junior,Startup (1-50),Retail,Excellent,Fast (50-100 Mbps),39,High,Daily,89.5,99.2,83.0,95.0,5,36,100.0,6,10,9196.0,89.5
842,37,2,Male,Bachelor Degree,Single,Yes,Urban,Engineering,Senior,Large (1001-5000),Manufacturing,Excellent,Fast (50-100 Mbps),41,Moderate,Daily,85.9,75.5,68.0,95.0,5,43,100.0,5,10,8198.5,601.3000000000001
843,34,0,Female,Associate Degree,Single,No,Suburban,Finance,Junior,Large (1001-5000),Technology,Average,Fast (50-100 Mbps),37,Moderate,Daily,83.3,96.7,83.6,95.0,5,69,100.0,7,8,8721.0,83.3
844,45,4,Female,High School,Single,No,Urban,Engineering,Senior,Large (1001-5000),Education,Average,Very Fast (100+ Mbps),45,Very Low,Few times per week,100.0,90.5,89.4,95.0,6,0,89.8,4,6,9205.5,1200.0
845,57,1,Female,Master Degree,Married,No,Urban,Engineering,Manager,Medium (201-1000),Education,Excellent,Slow (<25 Mbps),46,High,Weekly,69.6,94.1,87.8,95.0,9,47,100.0,9,9,9310.0,1948.7999999999997
846,30,4,Female,Master Degree,Single,No,Suburban,Engineering,Mid-Level,Medium (201-1000),Healthcare,Good,Very Fast (100+ Mbps),47,Low,Weekly,100.0,99.2,88.7,95.0,6,15,100.0,5,5,9310.0,400.0
847,30,2,Male,Bachelor Degree,Married,No,Urban,Product,Mid-Level,Small (51-200),Technology,Poor,Very Fast (100+ Mbps),45,High,Daily,100.0,100.0,90.9,95.0,3,34,100.0,7,5,9310.0,300.0
848,44,1,Female,Master Degree,Single,No,Suburban,Sales,Junior,Small (51-200),Manufacturing,Excellent,Fast (50-100 Mbps),44,High,Daily,100.0,93.6,63.6,95.0,9,55,100.0,6,7,9310.0,200.0
849,41,3,Male,High School,Married,No,Suburban,Data Science,Senior,Large (1001-5000),Non-profit,Good,Fast (50-100 Mbps),35,High,Bi-weekly,73.9,99.3,60.9,95.0,8,21,100.0,7,8,7799.499999999999,960.7
850,51,0,Female,PhD,Married,Yes,Rural,Marketing,Senior,Large (1001-5000),Government,Good,Moderate (25-50 Mbps),35,High,Daily,94.8,98.7,59.5,95.0,5,99,100.0,6,3,9310.0,663.6
851,40,4,Male,Associate Degree,Married,No,Urban,Engineering,Mid-Level,Large (1001-5000),Manufacturing,Average,Very Fast (100+ Mbps),43,Moderate,Few times per week,89.9,100.0,87.4,95.0,10,19,87.9,5,8,9310.0,899.0
852,31,3,Female,Master Degree,Married,No,Urban,HR,Mid-Level,Medium (201-1000),Finance,Good,Fast (50-100 Mbps),48,Moderate,Daily,72.9,71.2,52.8,78.2,13,18,93.8,4,9,5528.740000000001,218.70000000000002
853,40,1,Male,Associate Degree,In Relationship,No,Urban,Design,Mid-Level,Large (1001-5000),Finance,Poor,Fast (50-100 Mbps),40,High,Few times per week,61.1,76.8,57.0,73.7,14,0,100.0,6,7,4539.92,122.2
854,44,2,Female,Master Degree,Married,Yes,Suburban,Customer Success,Mid-Level,Enterprise (5000+),Technology,Good,Very Fast (100+ Mbps),42,Very High,Few times per week,67.9,72.4,75.2,94.0,7,42,100.0,2,5,6796.2,271.6
855,42,3,Male,Bachelor Degree,Married,Yes,Suburban,HR,Junior,Small (51-200),Finance,Good,Very Fast (100+ Mbps),42,High,Daily,92.1,91.2,63.6,93.7,9,26,100.0,2,7,7795.84,92.1
856,39,1,Female,Associate Degree,Married,No,Urban,Sales,Junior,Small (51-200),Technology,Good,Fast (50-100 Mbps),30,High,Few times per week,79.3,59.7,50.2,81.9,7,5,100.0,6,4,5266.17,317.2
857,44,2,Male,Master Degree,Divorced,No,Suburban,Engineering,Director,Medium (201-1000),Technology,Good,Very Fast (100+ Mbps),43,High,Few times per week,100.0,91.6,95.0,95.0,10,26,100.0,6,6,9310.0,1900.0
858,45,3,Female,High School,Single,Yes,Suburban,Engineering,Junior,Small (51-200),Media,Excellent,Very Fast (100+ Mbps),38,High,Daily,100.0,93.8,95.0,95.0,12,35,100.0,6,7,9310.0,300.0
859,47,4,Male,Master Degree,Married,Yes,Suburban,Marketing,Mid-Level,Large (1001-5000),Government,Average,Very Fast (100+ Mbps),45,Very High,Weekly,100.0,92.0,92.5,95.0,4,7,100.0,5,6,9310.0,200.0
860,40,3,Female,Master Degree,Married,Yes,Urban,Design,Mid-Level,Small (51-200),Government,Excellent,Very Fast (100+ Mbps),41,High,Weekly,68.9,78.8,53.7,95.0,9,13,100.0,7,6,6574.0,206.70000000000002
861,33,4,Male,Bachelor Degree,Married,No,Urban,Finance,Senior,Medium (201-1000),Technology,Average,Very Fast (100+ Mbps),40,Moderate,Daily,59.5,67.6,45.5,87.7,12,28,100.0,4,7,5946.0599999999995,416.5
862,36,5,Female,Bachelor Degree,Married,Yes,Suburban,Customer Success,Junior,Medium (201-1000),Media,Good,Very Fast (100+ Mbps),41,High,Daily,75.5,68.6,66.3,85.4,8,0,100.0,6,6,6123.18,302.0
863,45,2,Male,High School,Married,No,Suburban,Engineering,Senior,Medium (201-1000),Technology,Good,Very Fast (100+ Mbps),40,Very High,Daily,99.1,100.0,95.0,95.0,10,46,100.0,8,3,9310.0,991.0
864,27,4,Female,Master Degree,Single,No,Urban,Finance,Junior,Small (51-200),Healthcare,Excellent,Moderate (25-50 Mbps),33,High,Few times per week,78.6,84.3,77.5,95.0,9,44,100.0,8,6,8255.5,78.6
865,38,4,Male,Bachelor Degree,In Relationship,No,Urban,Product,Mid-Level,Enterprise (5000+),Education,Good,Very Fast (100+ Mbps),47,High,Weekly,86.1,76.7,73.7,95.0,13,73,100.0,2,6,8398.0,344.4
866,31,2,Male,Bachelor Degree,Single,Yes,Rural,Marketing,Mid-Level,Small (51-200),Healthcare,Average,Fast (50-100 Mbps),38,Moderate,Daily,98.9,100.0,87.5,95.0,3,30,98.9,5,6,9310.0,494.5
867,35,5,Female,PhD,Single,No,Urban,Sales,Mid-Level,Large (1001-5000),Government,Average,Slow (<25 Mbps),39,Low,Few times per week,68.6,64.2,72.7,85.9,8,0,90.1,7,4,5746.710000000001,343.0
868,46,2,Male,Bachelor Degree,Married,No,Suburban,Finance,Senior,Large (1001-5000),Finance,Average,Moderate (25-50 Mbps),42,Moderate,Daily,70.2,83.5,87.4,90.7,9,0,100.0,7,3,6684.59,631.8000000000001
869,36,2,Male,Professional Degree,Divorced,Yes,Suburban,Operations,Senior,Startup (1-50),Healthcare,Good,Very Fast (100+ Mbps),35,Moderate,Few times per week,100.0,89.8,71.2,95.0,8,1,100.0,6,8,9310.0,600.0
870,35,4,Female,Master Degree,Married,No,Suburban,Data Science,Senior,Enterprise (5000+),Technology,Excellent,Very Fast (100+ Mbps),39,High,Daily,91.9,91.6,95.0,95.0,5,71,100.0,4,7,9310.0,827.1
871,41,2,Female,Bachelor Degree,Single,No,Suburban,Engineering,Senior,Medium (201-1000),Finance,Average,Moderate (25-50 Mbps),44,Moderate,Weekly,58.6,97.5,59.9,95.0,5,68,82.5,8,10,7343.5,468.8
872,40,1,Male,Master Degree,Married,No,Urban,Marketing,Lead,Medium (201-1000),Retail,Good,Very Fast (100+ Mbps),36,Low,Daily,56.8,66.0,61.2,90.6,8,50,78.9,4,7,5617.2,852.0
873,54,4,Male,Bachelor Degree,Married,Yes,Suburban,Engineering,Mid-Level,Medium (201-1000),Retail,Excellent,Very Fast (100+ Mbps),29,Low,Bi-weekly,76.1,81.4,77.6,95.0,3,4,86.3,9,6,7771.0,380.5
874,32,4,Female,Associate Degree,Divorced,Yes,Urban,Operations,Junior,Startup (1-50),Retail,Average,Moderate (25-50 Mbps),48,High,Daily,92.6,88.2,71.2,95.0,8,13,100.0,6,4,8436.0,92.6
875,36,3,Male,Bachelor Degree,Married,Yes,Suburban,Engineering,Junior,Large (1001-5000),Healthcare,Average,Very Fast (100+ Mbps),35,High,Daily,100.0,94.7,89.9,95.0,11,59,100.0,5,6,9310.0,200.0
876,37,5,Female,Master Degree,Single,No,Suburban,Design,Mid-Level,Medium (201-1000),Technology,Good,Fast (50-100 Mbps),38,High,Bi-weekly,97.3,100.0,77.0,95.0,6,0,100.0,5,8,9291.0,291.9
