Age,Years_Experience,WFH_Days_Per_Week,Gender,Education_Level,Marital_Status,Has_Children,Location_Type,Department,Job_Level,Company_Size,Industry,Home_Office_Quality,Internet_Speed_Category,Work_Hours_Per_Week,Manager_Support_Level,Team_Collaboration_Frequency,Productivity_Score,Task_Completion_Rate,Quality_Score,Innovation_Score,Efficiency_Rating,Meetings_Per_Week,Commute_Time_Minutes,Job_Satisfaction,Stress_Level,Work_Life_Balance,Smart_Work_Index
31,1,4,Female,Bachelor Degree,Married,Yes,Urban,Data Science,Junior,Small (51-200),Manufacturing,Excellent,Very Fast (100+ Mbps),42,High,Daily,98.0,100.0,91.1,91.2,95.0,6,18,100.0,8,6,9120.0
32,7,3,Male,Master Degree,Married,Yes,Urban,Operations,Lead,Enterprise (5000+),Finance,Excellent,Very Fast (100+ Mbps),50,High,Few times per week,60.2,52.6,79.7,69.4,77.3,10,15,100.0,9,7,3650.4400000000005
22,1,5,Male,PhD,Married,Yes,Suburban,Marketing,Junior,Medium (201-1000),Finance,Average,Very Fast (100+ Mbps),49,Very Low,Monthly,74.2,72.3,85.4,65.8,83.5,13,0,100.0,4,7,4757.339999999999
26,1,2,Male,Master Degree,Single,Yes,Suburban,Engineering,Junior,Medium (201-1000),Retail,Poor,Slow (<25 Mbps),43,Low,Few times per week,73.4,65.9,73.7,59.0,86.0,12,37,100.0,6,7,3888.1000000000004
25,0,2,Female,Master Degree,Married,No,Suburban,Operations,Mid-Level,Enterprise (5000+),Consulting,Excellent,Fast (50-100 Mbps),44,High,Bi-weekly,98.0,81.7,100.0,83.1,95.0,6,31,100.0,6,7,6789.2699999999995
28,0,5,Male,Associate Degree,Married,No,Urban,Marketing,Junior,Large (1001-5000),Retail,Average,Very Fast (100+ Mbps),40,High,Daily,78.5,80.9,82.1,53.3,95.0,13,0,100.0,8,1,4311.97
37,5,3,Male,Bachelor Degree,Married,Yes,Suburban,Marketing,Senior,Small (51-200),Government,Excellent,Very Fast (100+ Mbps),44,High,Bi-weekly,91.9,88.2,100.0,75.9,95.0,11,44,100.0,7,7,6694.380000000001
48,18,3,Male,Bachelor Degree,Married,No,Urban,Engineering,Lead,Enterprise (5000+),Manufacturing,Good,Fast (50-100 Mbps),47,Moderate,Few times per week,82.0,86.2,76.2,47.9,95.0,7,18,85.4,9,10,4128.98
26,2,4,Male,Associate Degree,In Relationship,Yes,Urban,HR,Mid-Level,Large (1001-5000),Technology,Average,Slow (<25 Mbps),38,Moderate,Few times per week,50.4,53.7,63.7,48.1,73.5,9,47,84.6,7,4,2582.9700000000003
43,6,3,Female,PhD,Married,No,Urban,Data Science,Lead,Medium (201-1000),Healthcare,Average,Fast (50-100 Mbps),33,Moderate,Daily,92.7,97.4,91.4,82.3,95.0,9,4,100.0,6,7,8016.02
33,4,2,Female,Master Degree,Married,No,Urban,Marketing,Mid-Level,Enterprise (5000+),Finance,Good,Very Fast (100+ Mbps),45,Moderate,Daily,95.0,97.9,100.0,90.9,95.0,9,55,100.0,2,6,8899.11
34,1,4,Male,Master Degree,Married,No,Urban,Operations,Mid-Level,Small (51-200),Manufacturing,Excellent,Fast (50-100 Mbps),46,Moderate,Few times per week,91.1,84.6,88.6,80.1,95.0,5,24,100.0,8,4,6776.459999999999
41,11,3,Male,Master Degree,Divorced,No,Urban,Marketing,Senior,Startup (1-50),Technology,Good,Slow (<25 Mbps),42,High,Weekly,98.0,100.0,100.0,93.9,95.0,6,27,100.0,6,2,9390.0
24,0,1,Female,Bachelor Degree,Married,Yes,Suburban,Engineering,Junior,Medium (201-1000),Finance,Average,Fast (50-100 Mbps),45,Moderate,Bi-weekly,71.0,66.9,71.4,62.9,86.1,5,90,100.0,7,7,4208.01
38,9,3,Male,PhD,Married,No,Urban,Data Science,Senior,Startup (1-50),Finance,Good,Slow (<25 Mbps),36,Low,Weekly,98.0,100.0,99.3,95.0,95.0,9,14,100.0,6,4,9500.0
36,4,3,Male,PhD,Married,Yes,Urban,Engineering,Mid-Level,Large (1001-5000),Technology,Excellent,Very Fast (100+ Mbps),47,Very High,Weekly,98.0,97.9,85.6,51.4,95.0,4,34,100.0,5,5,5032.06
39,5,5,Male,Bachelor Degree,Single,Yes,Urban,Engineering,Mid-Level,Small (51-200),Finance,Average,Fast (50-100 Mbps),49,High,Weekly,71.0,86.7,73.4,90.2,80.7,6,0,100.0,6,6,7820.34
37,6,1,Male,Bachelor Degree,Divorced,Yes,Suburban,Marketing,Senior,Startup (1-50),Retail,Good,Fast (50-100 Mbps),48,Very High,Weekly,98.0,79.4,100.0,66.6,95.0,10,56,100.0,2,7,5288.04
57,15,5,Male,Master Degree,Married,Yes,Suburban,Finance,Lead,Medium (201-1000),Finance,Average,Fast (50-100 Mbps),42,Moderate,Weekly,96.5,93.3,100.0,89.5,95.0,9,0,100.0,7,6,8350.35
29,3,3,Male,PhD,Married,Yes,Urban,Sales,Mid-Level,Medium (201-1000),Education,Poor,Fast (50-100 Mbps),49,Very High,Few times per week,98.0,100.0,90.9,93.5,95.0,5,38,100.0,4,6,9350.0
30,0,3,Male,Master Degree,Married,Yes,Suburban,Engineering,Junior,Small (51-200),Education,Average,Very Fast (100+ Mbps),35,Moderate,Few times per week,95.3,98.6,90.0,74.9,95.0,11,24,100.0,5,8,7385.14
29,1,1,Female,Master Degree,Single,No,Suburban,Customer Success,Junior,Startup (1-50),Education,Poor,Very Fast (100+ Mbps),45,High,Daily,61.2,47.6,59.2,33.3,78.5,6,26,100.0,3,1,1585.08
30,6,4,Male,PhD,Divorced,No,Urban,Sales,Senior,Medium (201-1000),Healthcare,Poor,Moderate (25-50 Mbps),46,Moderate,Weekly,72.9,67.0,76.3,72.8,95.0,5,28,86.6,8,8,4877.599999999999
29,0,5,Female,Master Degree,In Relationship,Yes,Suburban,Engineering,Mid-Level,Large (1001-5000),Technology,Good,Very Fast (100+ Mbps),45,Moderate,Daily,98.0,97.8,90.9,95.0,95.0,12,0,100.0,4,7,9291.0
45,7,2,Male,Master Degree,Married,No,Suburban,Sales,Senior,Large (1001-5000),Technology,Average,Slow (<25 Mbps),36,High,Daily,71.5,59.4,72.3,56.6,95.0,9,54,100.0,5,7,3362.04
47,5,2,Female,Master Degree,In Relationship,Yes,Urban,Engineering,Mid-Level,Startup (1-50),Manufacturing,Average,Fast (50-100 Mbps),43,High,Few times per week,97.1,100.0,96.4,75.7,95.0,10,51,100.0,5,6,7570.0
29,2,3,Male,Bachelor Degree,Single,No,Suburban,Marketing,Junior,Medium (201-1000),Healthcare,Good,Very Fast (100+ Mbps),40,High,Monthly,88.3,99.8,95.4,81.3,95.0,11,17,100.0,5,3,8113.74
27,1,4,Female,Master Degree,Divorced,Yes,Suburban,Finance,Junior,Small (51-200),Retail,Excellent,Moderate (25-50 Mbps),30,Moderate,Weekly,98.0,100.0,96.7,95.0,95.0,4,21,100.0,8,3,9500.0
39,4,0,Male,Bachelor Degree,Married,No,Suburban,Customer Success,Mid-Level,Medium (201-1000),Healthcare,Good,Fast (50-100 Mbps),34,Moderate,Few times per week,87.0,77.1,92.1,76.7,95.0,10,34,100.0,7,6,5913.57
30,4,4,Female,Master Degree,Married,Yes,Urban,Engineering,Senior,Enterprise (5000+),Technology,Excellent,Very Fast (100+ Mbps),48,High,Weekly,98.0,100.0,89.0,85.7,95.0,8,32,100.0,7,8,8570.0
40,4,3,Male,Bachelor Degree,Single,No,Rural,Engineering,Senior,Small (51-200),Manufacturing,Good,Very Fast (100+ Mbps),39,High,Bi-weekly,98.0,85.9,90.3,92.5,95.0,7,32,100.0,4,9,7945.750000000001
36,2,2,Male,Associate Degree,Married,Yes,Suburban,Engineering,Junior,Small (51-200),Technology,Excellent,Moderate (25-50 Mbps),48,Very High,Few times per week,97.1,100.0,96.6,68.2,95.0,6,30,100.0,4,8,6820.0
22,0,3,Female,High School,Single,Yes,Urban,Engineering,Junior,Small (51-200),Government,Average,Fast (50-100 Mbps),48,Moderate,Few times per week,49.9,51.4,52.7,51.6,65.8,7,43,78.2,4,8,2652.24
48,8,2,Female,Master Degree,Divorced,Yes,Urban,Engineering,Senior,Enterprise (5000+),Technology,Good,Fast (50-100 Mbps),45,High,Few times per week,92.8,88.7,89.3,78.5,95.0,5,23,100.0,5,1,6962.95
51,2,4,Male,Bachelor Degree,Divorced,Yes,Suburban,Sales,Junior,Medium (201-1000),Healthcare,Excellent,Fast (50-100 Mbps),38,Low,Daily,79.1,84.1,74.8,64.9,85.7,10,43,94.4,6,4,5458.09
29,3,4,Female,Bachelor Degree,Single,No,Suburban,Engineering,Mid-Level,Medium (201-1000),Technology,Good,Very Fast (100+ Mbps),47,Moderate,Bi-weekly,84.2,75.9,81.6,73.9,92.5,5,30,100.0,4,9,5609.010000000001
31,3,3,Male,Bachelor Degree,Single,No,Urban,Operations,Mid-Level,Medium (201-1000),Media,Excellent,Moderate (25-50 Mbps),43,Moderate,Weekly,73.4,75.7,78.6,48.6,95.0,6,40,100.0,6,9,3679.0200000000004
37,3,3,Male,Bachelor Degree,Divorced,Yes,Urban,Sales,Mid-Level,Small (51-200),Non-profit,Average,Very Fast (100+ Mbps),42,Very High,Weekly,98.0,100.0,98.5,86.4,95.0,8,44,100.0,4,4,8640.0
40,0,4,Male,Bachelor Degree,Single,No,Rural,Sales,Mid-Level,Startup (1-50),Technology,Good,Very Fast (100+ Mbps),38,Moderate,Monthly,94.3,99.2,86.7,88.0,95.0,7,9,100.0,4,6,8729.6
53,24,3,Female,Bachelor Degree,Married,No,Urban,Engineering,Manager,Large (1001-5000),Technology,Average,Very Fast (100+ Mbps),36,High,Daily,98.0,96.8,100.0,95.0,95.0,10,50,100.0,7,1,9196.0
33,4,3,Male,Bachelor Degree,Married,Yes,Suburban,Finance,Senior,Medium (201-1000),Manufacturing,Good,Fast (50-100 Mbps),47,Very High,Daily,79.5,74.0,84.6,81.4,85.7,9,49,100.0,6,8,6023.6
27,1,3,Female,Bachelor Degree,Single,No,Suburban,Sales,Junior,Startup (1-50),Finance,Average,Very Fast (100+ Mbps),51,Moderate,Daily,88.3,93.1,96.5,70.5,95.0,7,30,94.0,6,9,6563.549999999999
22,0,3,Female,Bachelor Degree,Married,Yes,Suburban,Engineering,Junior,Small (51-200),Education,Good,Very Fast (100+ Mbps),47,High,Weekly,71.1,79.7,79.0,64.8,89.5,8,25,100.0,7,9,5164.56
34,1,1,Female,Bachelor Degree,Single,Yes,Urban,Engineering,Junior,Small (51-200),Retail,Good,Fast (50-100 Mbps),40,Moderate,Few times per week,86.5,93.3,76.4,68.2,95.0,1,29,95.5,7,8,6363.06
51,18,1,Male,Bachelor Degree,In Relationship,No,Suburban,Customer Success,Manager,Small (51-200),Healthcare,Excellent,Fast (50-100 Mbps),44,Low,Weekly,87.9,95.6,89.3,80.8,95.0,7,25,100.0,5,6,7724.48
30,1,4,Female,Bachelor Degree,Married,No,Rural,Data Science,Junior,Startup (1-50),Retail,Excellent,Fast (50-100 Mbps),39,High,Daily,96.8,89.5,99.2,83.0,95.0,5,36,100.0,6,10,7428.5
37,7,2,Male,Bachelor Degree,Single,Yes,Urban,Engineering,Senior,Large (1001-5000),Manufacturing,Excellent,Fast (50-100 Mbps),41,Moderate,Daily,86.3,85.9,75.5,68.0,95.0,5,43,100.0,5,10,5841.200000000001
34,1,0,Female,Associate Degree,Single,No,Suburban,Finance,Junior,Large (1001-5000),Technology,Average,Fast (50-100 Mbps),37,Moderate,Daily,91.8,83.3,96.7,83.6,95.0,5,69,100.0,7,8,6963.879999999999
45,12,4,Female,High School,Single,No,Urban,Engineering,Senior,Large (1001-5000),Education,Average,Very Fast (100+ Mbps),45,Very Low,Few times per week,96.9,100.0,90.5,89.4,95.0,6,0,89.8,4,6,8940.0
57,28,1,Female,Master Degree,Married,No,Urban,Engineering,Manager,Medium (201-1000),Education,Excellent,Slow (<25 Mbps),46,High,Weekly,98.0,69.6,94.1,87.8,95.0,9,47,100.0,9,9,6110.879999999999
30,4,4,Female,Master Degree,Single,No,Suburban,Engineering,Mid-Level,Medium (201-1000),Healthcare,Good,Very Fast (100+ Mbps),47,Low,Weekly,98.0,100.0,99.2,88.7,95.0,6,15,100.0,5,5,8870.0
30,3,2,Male,Bachelor Degree,Married,No,Urban,Product,Mid-Level,Small (51-200),Technology,Poor,Very Fast (100+ Mbps),45,High,Daily,98.0,100.0,100.0,90.9,95.0,3,34,100.0,7,5,9090.0
44,2,1,Female,Master Degree,Single,No,Suburban,Sales,Junior,Small (51-200),Manufacturing,Excellent,Fast (50-100 Mbps),44,High,Daily,98.0,100.0,93.6,63.6,95.0,9,55,100.0,6,7,6360.0
41,13,3,Male,High School,Married,No,Suburban,Data Science,Senior,Large (1001-5000),Non-profit,Good,Fast (50-100 Mbps),35,High,Bi-weekly,82.1,73.9,99.3,60.9,95.0,8,21,100.0,7,8,4500.51
51,7,0,Female,PhD,Married,Yes,Rural,Marketing,Senior,Large (1001-5000),Government,Good,Moderate (25-50 Mbps),35,High,Daily,98.0,94.8,98.7,59.5,95.0,5,99,100.0,6,3,5640.599999999999
40,10,4,Male,Associate Degree,Married,No,Urban,Engineering,Mid-Level,Large (1001-5000),Manufacturing,Average,Very Fast (100+ Mbps),43,Moderate,Few times per week,98.0,89.9,100.0,87.4,95.0,10,19,87.9,5,8,7857.260000000001
31,3,3,Female,Master Degree,Married,No,Urban,HR,Mid-Level,Medium (201-1000),Finance,Good,Fast (50-100 Mbps),48,Moderate,Daily,70.7,72.9,71.2,52.8,78.2,13,18,93.8,4,9,3849.12
40,2,1,Male,Associate Degree,In Relationship,No,Urban,Design,Mid-Level,Large (1001-5000),Finance,Poor,Fast (50-100 Mbps),40,High,Few times per week,61.6,61.1,76.8,57.0,73.7,14,0,100.0,6,7,3482.7000000000003
44,4,2,Female,Master Degree,Married,Yes,Suburban,Customer Success,Mid-Level,Enterprise (5000+),Technology,Good,Very Fast (100+ Mbps),42,Very High,Few times per week,72.3,67.9,72.4,75.2,94.0,7,42,100.0,2,5,5106.080000000001
42,1,3,Male,Bachelor Degree,Married,Yes,Suburban,HR,Junior,Small (51-200),Finance,Good,Very Fast (100+ Mbps),42,High,Daily,83.2,92.1,91.2,63.6,93.7,9,26,100.0,2,7,5857.5599999999995
39,4,1,Female,Associate Degree,Married,No,Urban,Sales,Junior,Small (51-200),Technology,Good,Fast (50-100 Mbps),30,High,Few times per week,64.3,79.3,59.7,50.2,81.9,7,5,100.0,6,4,3980.86
44,19,2,Male,Master Degree,Divorced,No,Suburban,Engineering,Director,Medium (201-1000),Technology,Good,Very Fast (100+ Mbps),43,High,Few times per week,98.0,100.0,91.6,95.0,95.0,10,26,100.0,6,6,9500.0
45,3,3,Female,High School,Single,Yes,Suburban,Engineering,Junior,Small (51-200),Media,Excellent,Very Fast (100+ Mbps),38,High,Daily,98.0,100.0,93.8,95.0,95.0,12,35,100.0,6,7,9500.0
47,2,4,Male,Master Degree,Married,Yes,Suburban,Marketing,Mid-Level,Large (1001-5000),Government,Average,Very Fast (100+ Mbps),45,Very High,Weekly,98.0,100.0,92.0,92.5,95.0,4,7,100.0,5,6,9250.0
40,3,3,Female,Master Degree,Married,Yes,Urban,Design,Mid-Level,Small (51-200),Government,Excellent,Very Fast (100+ Mbps),41,High,Weekly,69.2,68.9,78.8,53.7,95.0,9,13,100.0,7,6,3699.9300000000003
33,7,4,Male,Bachelor Degree,Married,No,Urban,Finance,Senior,Medium (201-1000),Technology,Average,Very Fast (100+ Mbps),40,Moderate,Daily,67.8,59.5,67.6,45.5,87.7,12,28,100.0,4,7,2707.25
36,4,5,Female,Bachelor Degree,Married,Yes,Suburban,Customer Success,Junior,Medium (201-1000),Media,Good,Very Fast (100+ Mbps),41,High,Daily,71.7,75.5,68.6,66.3,85.4,8,0,100.0,6,6,5005.65
45,10,2,Male,High School,Married,No,Suburban,Engineering,Senior,Medium (201-1000),Technology,Good,Very Fast (100+ Mbps),40,Very High,Daily,98.0,99.1,100.0,95.0,95.0,10,46,100.0,8,3,9414.5
27,1,4,Female,Master Degree,Single,No,Urban,Finance,Junior,Small (51-200),Healthcare,Excellent,Moderate (25-50 Mbps),33,High,Few times per week,86.9,78.6,84.3,77.5,95.0,9,44,100.0,8,6,6091.5
38,4,4,Male,Bachelor Degree,In Relationship,No,Urban,Product,Mid-Level,Enterprise (5000+),Education,Good,Very Fast (100+ Mbps),47,High,Weekly,88.4,86.1,76.7,73.7,95.0,13,73,100.0,2,6,6345.57
31,5,2,Male,Bachelor Degree,Single,Yes,Rural,Marketing,Mid-Level,Small (51-200),Healthcare,Average,Fast (50-100 Mbps),38,Moderate,Daily,98.0,98.9,100.0,87.5,95.0,3,30,98.9,5,6,8653.75
35,5,5,Female,PhD,Single,No,Urban,Sales,Mid-Level,Large (1001-5000),Government,Average,Slow (<25 Mbps),39,Low,Few times per week,66.9,68.6,64.2,72.7,85.9,8,0,90.1,7,4,4987.219999999999
46,9,2,Male,Bachelor Degree,Married,No,Suburban,Finance,Senior,Large (1001-5000),Finance,Average,Moderate (25-50 Mbps),42,Moderate,Daily,73.7,70.2,83.5,87.4,90.7,9,0,100.0,7,3,6135.4800000000005
36,6,2,Male,Professional Degree,Divorced,Yes,Suburban,Operations,Senior,Startup (1-50),Healthcare,Good,Very Fast (100+ Mbps),35,Moderate,Few times per week,98.0,100.0,89.8,71.2,95.0,8,1,100.0,6,8,7120.0
35,9,4,Female,Master Degree,Married,No,Suburban,Data Science,Senior,Enterprise (5000+),Technology,Excellent,Very Fast (100+ Mbps),39,High,Daily,98.0,91.9,91.6,95.0,95.0,5,71,100.0,4,7,8730.5
41,8,2,Female,Bachelor Degree,Single,No,Suburban,Engineering,Senior,Medium (201-1000),Finance,Average,Moderate (25-50 Mbps),44,Moderate,Weekly,77.3,58.6,97.5,59.9,95.0,5,68,82.5,8,10,3510.14
40,15,1,Male,Master Degree,Married,No,Urban,Marketing,Lead,Medium (201-1000),Retail,Good,Very Fast (100+ Mbps),36,Low,Daily,62.0,56.8,66.0,61.2,90.6,8,50,78.9,4,7,3476.16
54,5,4,Male,Bachelor Degree,Married,Yes,Suburban,Engineering,Mid-Level,Medium (201-1000),Retail,Excellent,Very Fast (100+ Mbps),29,Low,Bi-weekly,81.8,76.1,81.4,77.6,95.0,3,4,86.3,9,6,5905.359999999999
32,1,4,Female,Associate Degree,Divorced,Yes,Urban,Operations,Junior,Startup (1-50),Retail,Average,Moderate (25-50 Mbps),48,High,Daily,88.8,92.6,88.2,71.2,95.0,8,13,100.0,6,4,6593.12
36,2,3,Male,Bachelor Degree,Married,Yes,Suburban,Engineering,Junior,Large (1001-5000),Healthcare,Average,Very Fast (100+ Mbps),35,High,Daily,98.0,100.0,94.7,89.9,95.0,11,59,100.0,5,6,8990.0
37,3,5,Female,Master Degree,Single,No,Suburban,Design,Mid-Level,Medium (201-1000),Technology,Good,Fast (50-100 Mbps),38,High,Bi-weekly,97.8,97.3,100.0,77.0,95.0,6,0,100.0,5,8,7492.099999999999
49,5,2,Male,Master Degree,Married,No,Suburban,Customer Success,Junior,Startup (1-50),Education,Good,Fast (50-100 Mbps),39,Very High,Daily,90.4,86.2,92.7,69.4,95.0,12,21,100.0,4,10,5982.280000000001
37,4,4,Female,Bachelor Degree,Married,Yes,Urban,Engineering,Mid-Level,Large (1001-5000),Consulting,Excellent,Very Fast (100+ Mbps),41,High,Few times per week,89.4,100.0,94.0,95.0,95.0,4,25,100.0,3,7,9500.0
40,8,4,Female,Master Degree,Divorced,No,Suburban,Marketing,Senior,Medium (201-1000),Technology,Good,Fast (50-100 Mbps),38,High,Monthly,98.0,99.7,95.3,79.5,95.0,5,0,100.0,8,9,7926.150000000001
36,8,2,Male,PhD,Single,No,Urban,HR,Lead,Startup (1-50),Technology,Excellent,Fast (50-100 Mbps),45,Moderate,Weekly,98.0,99.9,100.0,95.0,95.0,5,77,100.0,9,4,9490.5
30,3,0,Female,High School,Single,Yes,Rural,Engineering,Mid-Level,Small (51-200),Healthcare,Excellent,Moderate (25-50 Mbps),42,Very High,Daily,98.0,100.0,95.5,95.0,95.0,6,7,100.0,7,7,9500.0
36,4,4,Male,Associate Degree,Single,No,Rural,Engineering,Senior,Startup (1-50),Manufacturing,Poor,Fast (50-100 Mbps),50,High,Bi-weekly,73.8,81.7,90.7,70.2,85.0,9,25,100.0,8,7,5735.34
44,0,5,Female,Master Degree,Married,No,Urban,Marketing,Junior,Medium (201-1000),Finance,Good,Very Fast (100+ Mbps),50,Very High,Daily,70.9,65.0,76.1,57.9,92.9,6,0,100.0,4,5,3763.5
25,2,4,Female,Master Degree,Single,Yes,Urban,Finance,Junior,Enterprise (5000+),Retail,Average,Fast (50-100 Mbps),36,High,Weekly,88.4,89.4,92.0,87.4,95.0,9,10,100.0,2,8,7813.560000000001
36,5,2,Male,Master Degree,Married,Yes,Urban,Engineering,Mid-Level,Startup (1-50),Government,Good,Fast (50-100 Mbps),40,Very High,Few times per week,77.9,78.3,91.7,74.2,95.0,7,55,100.0,6,4,5809.86
28,2,5,Male,PhD,Single,Yes,Rural,HR,Mid-Level,Small (51-200),Healthcare,Average,Fast (50-100 Mbps),54,Moderate,Weekly,64.9,70.6,74.0,68.6,70.3,9,0,92.4,8,3,4843.159999999999
45,15,5,Female,Master Degree,In Relationship,Yes,Urban,Design,Lead,Large (1001-5000),Technology,Good,Very Fast (100+ Mbps),35,Moderate,Weekly,91.4,96.6,95.4,95.0,95.0,12,0,82.9,8,6,9177.0
22,0,3,Male,Bachelor Degree,Single,No,Urban,Engineering,Junior,Startup (1-50),Media,Excellent,Fast (50-100 Mbps),46,Moderate,Weekly,75.4,75.6,86.8,61.0,95.0,7,27,67.4,6,5,4611.599999999999
29,1,4,Female,Master Degree,Single,Yes,Suburban,Marketing,Junior,Startup (1-50),Healthcare,Average,Fast (50-100 Mbps),45,Moderate,Weekly,88.6,91.0,81.6,86.4,95.0,5,47,100.0,6,6,7862.400000000001
38,4,4,Male,Master Degree,Married,Yes,Urban,Engineering,Mid-Level,Medium (201-1000),Finance,Excellent,Fast (50-100 Mbps),36,Moderate,Weekly,87.4,88.7,88.3,76.7,95.0,3,58,78.6,5,4,6803.290000000001
49,4,5,Male,Professional Degree,Married,No,Urban,Engineering,Mid-Level,Large (1001-5000),Finance,Good,Moderate (25-50 Mbps),37,High,Few times per week,74.5,71.8,83.2,54.4,93.6,8,0,100.0,8,6,3905.9199999999996
34,6,4,Female,Bachelor Degree,Married,Yes,Urban,Engineering,Mid-Level,Large (1001-5000),Finance,Good,Very Fast (100+ Mbps),53,Moderate,Bi-weekly,98.0,100.0,100.0,93.3,95.0,9,41,100.0,7,6,9330.0
30,0,4,Female,Bachelor Degree,Divorced,No,Suburban,Sales,Junior,Large (1001-5000),Retail,Excellent,Very Fast (100+ Mbps),52,High,Weekly,86.6,91.1,92.7,85.5,95.0,10,32,100.0,4,10,7789.049999999999
51,16,4,Male,Master Degree,Married,Yes,Urban,Customer Success,Manager,Small (51-200),Finance,Excellent,Fast (50-100 Mbps),44,High,Weekly,71.9,80.8,76.5,62.0,89.6,10,15,100.0,5,8,5009.599999999999
22,0,3,Female,Bachelor Degree,In Relationship,No,Suburban,Operations,Mid-Level,Large (1001-5000),Finance,Average,Slow (<25 Mbps),33,Very High,Monthly,98.0,100.0,100.0,84.9,95.0,11,18,100.0,4,9,8490.0
22,0,4,Female,Bachelor Degree,Married,No,Suburban,Engineering,Junior,Startup (1-50),Retail,Good,Very Fast (100+ Mbps),49,Very High,Daily,98.0,88.2,97.5,79.4,95.0,7,38,100.0,6,8,7003.080000000001
38,3,4,Female,Master Degree,Single,Yes,Suburban,Engineering,Senior,Small (51-200),Technology,Good,Very Fast (100+ Mbps),33,Low,Few times per week,98.0,100.0,93.9,81.3,95.0,8,25,100.0,4,8,8130.0
30,4,5,Male,Bachelor Degree,Divorced,No,Suburban,Operations,Mid-Level,Small (51-200),Technology,Good,Moderate (25-50 Mbps),46,High,Weekly,98.0,100.0,99.9,95.0,95.0,12,0,100.0,4,8,9500.0
25,1,3,Male,Master Degree,In Relationship,Yes,Urban,Engineering,Junior,Small (51-200),Retail,Good,Moderate (25-50 Mbps),32,High,Daily,69.2,66.2,63.4,75.0,84.7,6,48,100.0,4,5,4965.0
41,7,3,Female,Master Degree,In Relationship,No,Suburban,Sales,Senior,Small (51-200),Consulting,Average,Moderate (25-50 Mbps),42,Moderate,Few times per week,98.0,99.3,100.0,89.5,95.0,1,48,100.0,4,6,8887.35
37,6,3,Female,Bachelor Degree,Single,No,Urban,Marketing,Senior,Medium (201-1000),Technology,Average,Very Fast (100+ Mbps),47,High,Bi-weekly,95.7,100.0,87.2,87.4,95.0,12,30,100.0,8,9,8740.0
29,4,4,Male,Professional Degree,Married,Yes,Suburban,Product,Mid-Level,Medium (201-1000),Technology,Excellent,Moderate (25-50 Mbps),25,Low,Daily,72.3,76.8,80.1,69.7,95.0,8,12,100.0,9,3,5352.96
23,0,4,Female,Master Degree,Single,No,Urban,Engineering,Junior,Small (51-200),Retail,Good,Fast (50-100 Mbps),38,Low,Bi-weekly,91.0,96.1,81.1,63.8,95.0,11,22,79.3,10,3,6131.179999999999
42,3,0,Male,Bachelor Degree,Single,Yes,Urban,Finance,Mid-Level,Large (1001-5000),Education,Good,Fast (50-100 Mbps),42,High,Monthly,70.8,58.9,80.4,61.1,95.0,11,54,100.0,2,7,3598.79
40,11,3,Male,Bachelor Degree,Married,No,Urban,Engineering,Lead,Large (1001-5000),Finance,Good,Very Fast (100+ Mbps),39,Very High,Daily,98.0,93.4,85.1,95.0,95.0,10,7,100.0,6,9,8873.0
34,5,1,Female,PhD,In Relationship,Yes,Urban,Operations,Mid-Level,Small (51-200),Technology,Good,Fast (50-100 Mbps),37,High,Weekly,83.2,95.8,93.9,61.7,95.0,5,55,100.0,4,8,5910.86
51,1,0,Female,Bachelor Degree,Married,No,Suburban,Operations,Junior,Small (51-200),Technology,Good,Very Fast (100+ Mbps),41,High,Daily,86.9,71.9,89.4,58.4,95.0,8,18,100.0,10,8,4198.96
25,1,4,Male,Bachelor Degree,Divorced,Yes,Suburban,Customer Success,Junior,Small (51-200),Manufacturing,Excellent,Very Fast (100+ Mbps),48,High,Weekly,98.0,100.0,100.0,77.3,95.0,6,16,100.0,10,6,7730.0
22,0,2,Female,Bachelor Degree,Single,No,Urban,Marketing,Junior,Startup (1-50),Healthcare,Good,Fast (50-100 Mbps),50,High,Few times per week,94.7,88.3,92.1,88.8,95.0,9,20,100.0,9,7,7841.039999999999
28,0,2,Female,Bachelor Degree,Single,No,Suburban,Sales,Junior,Large (1001-5000),Consulting,Excellent,Very Fast (100+ Mbps),46,Moderate,Bi-weekly,98.0,100.0,100.0,83.6,95.0,4,10,93.5,1,8,8360.0
34,6,0,Female,Bachelor Degree,Married,No,Suburban,Engineering,Senior,Startup (1-50),Education,Excellent,Very Fast (100+ Mbps),51,High,Daily,79.0,63.8,73.2,68.0,95.0,7,63,100.0,4,8,4338.4
37,8,1,Female,Professional Degree,Married,Yes,Suburban,Engineering,Senior,Small (51-200),Education,Poor,Very Fast (100+ Mbps),38,High,Weekly,98.0,100.0,99.8,95.0,95.0,9,41,100.0,6,7,9500.0
32,2,4,Male,Master Degree,Divorced,No,Suburban,Marketing,Junior,Startup (1-50),Government,Good,Fast (50-100 Mbps),45,High,Weekly,97.2,100.0,100.0,83.8,95.0,6,12,100.0,4,8,8380.0
38,3,3,Male,Bachelor Degree,Married,Yes,Urban,Product,Senior,Large (1001-5000),Technology,Good,Very Fast (100+ Mbps),35,Moderate,Daily,79.2,81.0,74.8,48.8,95.0,7,17,100.0,8,2,3952.7999999999997
